method,seed,generated_rows,valid_rows,unique_valid,diversity_sample_n,validity,uniqueness,novelty,diversity,hypervolume,igd_plus,pareto_size,dual_at_6,dual_at_6_5,quality_pass,alert_free,scaffold_diversity,qc_hypervolume,qc_dual_at_6,qc_dual_at_6_5,qc_dual_at_7,qc_best_min,target_pair
POLYGON,50,10240,8982,8968,2000,0.8771484375,0.9984413270986418,0.9692239072256912,0.8649141731926978,0.4908127601318235,0.0796556213338708,13,0.4947591436217662,0.3592774308652988,0.8009589652096343,0.9009812667261374,0.9068911685994648,0.4881674316481492,0.4780732284560768,0.3472086871780593,0.0094667966030906,7.496815000000037,PARP1_BRD4
POLYGON,51,10240,8987,8972,2000,0.87763671875,0.9983309224435296,0.9684574230940703,0.8663790061979643,0.5035463893024723,0.0634497609026037,9,0.5104770396790014,0.3556620597414177,0.7808738296923763,0.895118145341061,0.9149576460098084,0.5025251397320643,0.4860119897230945,0.3368541250356837,0.0089922923208678,7.622065000000038,PARP1_BRD4
REINVENT4,42,10240,9434,9283,2000,0.9212890625,0.983994064023744,0.9853495637186256,0.8731816363716485,0.485841780523392,0.0771190518481807,6,0.3773564580415814,0.2687708714855111,0.6445114725842939,0.6978347516966498,0.7013896369708068,0.4857484683295145,0.3765669396623767,0.2674243690456293,0.0076884506100618,7.357180000000034,PARP1_BRD4
REINVENT4,43,10240,9519,9164,2000,0.92958984375,0.96270616661414,0.98886948930598,0.8812441822886186,0.5012829464308873,0.0637483946695273,7,0.3567219554779572,0.25927542557835,0.7363596682671323,0.8171104321257093,0.6947839371453514,0.490174543254514,0.3698873740367516,0.2680794309425015,0.0045939537640782,7.648525000000014,PARP1_BRD4
REINVENT4,44,10240,9669,9058,2000,0.94423828125,0.9368083566035784,0.9823360565246192,0.8655380039806149,0.4687712502510234,0.0910856528874906,11,0.0455950540958268,0.0131375579598145,0.7116361227644071,0.7676087436520204,0.589644513137558,0.4686796985867377,0.0479367049332919,0.0134967421656841,0.0004654049022649,7.478984999999996,PARP1_BRD4
REINVENT4,45,10240,9670,8074,2000,0.9443359375,0.8349534643226474,0.9946742630666336,0.8571338780311561,0.4856097238437771,0.1067092798741089,13,0.4474857567500619,0.3540995788952192,0.7416398315580877,0.8133514986376021,0.6231112212038643,0.4850798040012259,0.460253841015364,0.3695724782899132,0.0013360053440213,7.298110000000003,PARP1_BRD4
REINVENT4,46,10240,9614,8808,2000,0.9388671875,0.9161639276055752,0.9853542234332424,0.8815710813326114,0.4800059295497695,0.1200762602052746,16,0.3541099000908265,0.2648728428701181,0.7059491371480472,0.802338782924614,0.6638283378746594,0.4778538551035448,0.3340302348021872,0.2513669990350595,0.000482470247668,7.045780000000048,PARP1_BRD4
REINVENT4,47,10240,9587,8144,2000,0.93623046875,0.849483675810994,0.9853880157170924,0.8632677172416572,0.4624412342345289,0.1037434272131246,10,0.3206041257367387,0.2529469548133595,0.6649066797642437,0.7481581532416502,0.6203339882121808,0.4623003640641207,0.3314866112650046,0.2703601108033241,0.0012927054478301,7.374645000000028,PARP1_BRD4
REINVENT4,48,10240,9505,9071,2000,0.92822265625,0.9543398211467649,0.9930547899900782,0.8591057158693738,0.484355476078578,0.0698743771722905,8,0.4980707749972439,0.3985227648550325,0.8091720868702459,0.9186418255980596,0.6346599051923713,0.4833077182336812,0.4978201634877384,0.4002724795640327,0.0100817438692098,7.558010000000037,PARP1_BRD4
REINVENT4,49,10240,9565,9407,2000,0.93408203125,0.9834814427600628,0.978845540554906,0.8632184570603529,0.4649676893347477,0.0981615619852527,11,0.080046773679175,0.0369937280748378,0.8144998405442755,0.842351440416711,0.5266291059849049,0.4622900364038809,0.0813103628295484,0.0381101540067867,0.0007830853563038,7.322385000000003,PARP1_BRD4
REINVENT4,50,10240,9493,9365,2000,0.92705078125,0.986516380490888,0.993806727175654,0.871097061221247,0.5019433986561281,0.067929094121776,8,0.2496529631607047,0.1625200213561131,0.5584623598505072,0.596689802455953,0.8049119060331019,0.498772123448305,0.284321223709369,0.190057361376673,0.0024856596558317,7.596415000000033,PARP1_BRD4
REINVENT4,51,10240,9544,9503,2000,0.93203125,0.9957041072925398,0.9885299379143428,0.8655217458078792,0.4851741124589309,0.0898315359381158,6,0.0647164053456803,0.0146269599073976,0.7584973166368515,0.807639692728612,0.6743133747237714,0.4817396694825706,0.0615982241953385,0.013873473917869,0.0008324084350721,7.130109999999998,PARP1_BRD4
DrugEx v2,42,10240,9842,9822,2000,0.9611328125,0.9979678927047348,0.8377112604357565,0.8659501442399908,0.4855268839691204,0.0932397485359857,10,0.1940541641213602,0.1017104459376909,0.8351659539808592,0.8706984320912238,0.7429240480553859,0.4848675451458211,0.192368645617457,0.101304400828965,0.0018285992929416,7.422065000000024,PARP1_BRD4
DrugEx v2,43,10240,9848,9824,2000,0.96171875,0.9975629569455728,0.8398819218241043,0.8655500564977,0.4845175882131595,0.0820323273980403,14,0.2019543973941368,0.0991449511400651,0.8278705211726385,0.8618688925081434,0.738599348534202,0.480498058311986,0.200663961637772,0.0982417312184925,0.0030738964711668,7.287724999999988,PARP1_BRD4
DrugEx v2,44,10240,9867,9852,2000,0.96357421875,0.9984797810884768,0.8380024360535931,0.8648528842536973,0.5000930058656529,0.0813604312354096,7,0.1971173365814048,0.0976451481932602,0.831506293138449,0.866626065773447,0.7492894843686561,0.4836353791143439,0.192626953125,0.0965576171875,0.0035400390625,7.309291666666707,PARP1_BRD4
DrugEx v2,45,10240,9840,9818,2000,0.9609375,0.9977642276422763,0.8380525565288246,0.8663356604096094,0.4888248293741556,0.0774896588298941,13,0.1878182929313505,0.08993685068242,0.816357710327969,0.8528213485434916,0.7392544306376044,0.4735598247243238,0.1804117280099813,0.0844666250779788,0.0012476606363069,7.329151666666696,PARP1_BRD4
DrugEx v2,46,10240,9852,9826,2000,0.962109375,0.9973609419407228,0.8341135762263383,0.8671906430934511,0.4797843671817531,0.089495763602839,13,0.2029309993893751,0.1011601872582943,0.8294321188683086,0.8610828414410747,0.7346834927742724,0.4797843671817531,0.1975460122699386,0.0995092024539877,0.0025766871165644,7.38025900000002,PARP1_BRD4
DrugEx v2,47,10240,9859,9832,2000,0.96279296875,0.9972613855360584,0.83533360455655,0.8643276138512592,0.4795864795839511,0.0715304654393018,6,0.2196908055329536,0.1179820992676973,0.8275020341741253,0.8664564686737185,0.7397274206672091,0.4795864795839511,0.214724680432645,0.1141838741396263,0.0031956735496558,7.618880000000014,PARP1_BRD4
DrugEx v2,48,10240,9866,9848,2000,0.9634765625,0.9981755524021894,0.8346872461413485,0.8661757155607749,0.4846539989007193,0.1005070514479627,15,0.1806458164094232,0.0899675060926076,0.8159017059301381,0.8503249390739236,0.7495938261575954,0.4838093452831226,0.1738643434971997,0.0882389545737398,0.001991288114499,7.23534999999997,PARP1_BRD4
DrugEx v2,49,10240,9870,9855,2000,0.9638671875,0.9984802431610942,0.841501775748351,0.8663967266624661,0.4975273510258565,0.0860255666277886,11,0.191476407914764,0.0984271943176052,0.8331811263318113,0.8741755454084221,0.7533231861998986,0.4961257286574896,0.1869443429545731,0.0960906101571063,0.0019486055291681,7.301901666666702,PARP1_BRD4
DrugEx v2,50,10240,9838,9817,2000,0.9607421875,0.9978654198007724,0.841499439747377,0.8678814812206707,0.4893076933522153,0.0983888187110699,11,0.1990424773352348,0.0999286951207089,0.8132830803707853,0.848120607110115,0.7441173474584903,0.4893076933522153,0.1931362725450902,0.096442885771543,0.0033817635270541,7.366570000000028,PARP1_BRD4
DrugEx v2,51,10240,9859,9847,2000,0.96279296875,0.998782838016026,0.8294912155986595,0.8663791153682592,0.4776096287194107,0.0796485759954879,9,0.1903117700822585,0.08753935208693,0.8151721336447649,0.8499035239159135,0.737077282421042,0.4765600317207714,0.1852497819857979,0.0872056808272081,0.0029899090569328,7.588001666666724,PARP1_BRD4
MO-LSO,42,10240,10081,4733,2000,0.98447265625,0.4694970737030056,0.9976758926684978,0.8885640255163821,0.5137478105903123,0.0659449270153414,9,0.2634692583984788,0.1293048806253961,0.457426579336573,0.6887809000633848,0.8768223114303825,0.4854545838377583,0.2124711316397228,0.1127020785219399,0.0055427251732101,7.501460000000015,PARP1_BRD4
MO-LSO,43,10240,10171,4199,2000,0.99326171875,0.4128404286697473,0.9969040247678018,0.8913996944727203,0.4797506322859534,0.0930057824913336,12,0.3198380566801619,0.1855203619909502,0.4527268397237437,0.6318170993093594,0.8085258394855918,0.4587330130821435,0.2751183587585481,0.171488690163072,0.006312467122567,7.417010000000022,PARP1_BRD4
MO-LSO,44,10240,10131,5073,2000,0.98935546875,0.5007403020432336,0.9984230238517644,0.8942730676851658,0.493222077299597,0.0696013665376076,10,0.2986398580721466,0.1799724029174058,0.3962152572442342,0.625665286812537,0.8566922925290755,0.4792009564848981,0.2034825870646766,0.117910447761194,0.0034825870646766,7.661738000000014,PARP1_BRD4
MO-LSO,45,10240,10065,4215,2000,0.98291015625,0.4187779433681073,0.9976275207591934,0.8944016184022534,0.4988656310736438,0.0672380708876769,6,0.3309608540925267,0.232502965599051,0.4227758007117437,0.6135231316725979,0.8016607354685646,0.4728845039426904,0.260381593714927,0.1795735129068462,0.0056116722783389,7.455620000000024,PARP1_BRD4
MO-LSO,46,10240,10161,5147,2000,0.99228515625,0.506544631433914,0.9978628327180882,0.8872812506221671,0.4826300650311306,0.0831246605879545,6,0.2644258791529046,0.1330872352826889,0.4258791529046046,0.6287157567515057,0.8527297454828056,0.4633043711305327,0.2030109489051094,0.1177007299270073,0.0054744525547445,7.26995416666664,PARP1_BRD4
MO-LSO,47,10240,10141,4899,2000,0.99033203125,0.4830884528153042,0.9971422739334558,0.8905229560126948,0.4984359002029817,0.0838114987003523,12,0.2878138395590937,0.1735047968973259,0.4209022249438661,0.6195141865686875,0.870789957134109,0.4745165252525556,0.2002909796314258,0.114936954413191,0.0048496605237633,7.346641666666701,PARP1_BRD4
MO-LSO,48,10240,10181,4616,2000,0.99423828125,0.4533935762695216,0.9976169844020796,0.888345433873706,0.4791691979544977,0.0895463610255388,11,0.2751299826689775,0.1408145580589254,0.4668544194107452,0.6252166377816292,0.8028596187175043,0.469158636153044,0.2301624129930394,0.1290023201856148,0.005568445475638,7.339530000000015,PARP1_BRD4
MO-LSO,49,10240,10175,4359,2000,0.99365234375,0.4284029484029484,0.9965588437715072,0.8864463353438218,0.4873284357088442,0.0790163578807173,11,0.2681807754072035,0.1608167010782289,0.4679972470750172,0.6446432668043129,0.8192245927965129,0.4870028219457051,0.2098039215686274,0.1245098039215686,0.0049019607843137,7.501460000000014,PARP1_BRD4
MO-LSO,50,10240,10196,4764,2000,0.995703125,0.4672420557081208,0.9972712006717044,0.8924663446162138,0.4956657142243239,0.0713327604802843,8,0.3232577665827036,0.1979429051217464,0.3902183039462636,0.6269941225860621,0.7900923593618808,0.4667798565027267,0.2350726196880043,0.1371705217859064,0.0064550833781603,7.67572166666671,PARP1_BRD4
MO-LSO,51,10240,10171,4561,2000,0.99326171875,0.4484318159473011,0.9971497478623108,0.8906448599605783,0.4993197828282361,0.0815213062022124,11,0.2624424468318351,0.1499671124753343,0.4602060951545714,0.6456917342688007,0.82657311992984,0.4773083459132679,0.2405907575035731,0.1495950452596474,0.0066698427822772,7.455555000000029,PARP1_BRD4
GraphPareto-NSGA-II,42,10240,10240,6430,2000,1.0,0.6279296875,0.982426127527216,0.8382825617887625,0.5487753767799327,0.0185213151737939,22,0.7124416796267496,0.5548989113530327,0.1567651632970451,0.3306376360808709,0.5034214618973561,0.4947978539485444,0.3809523809523809,0.2172619047619047,0.0347222222222222,7.56728,PARP1_BRD4
GraphPareto-NSGA-II,43,10240,10240,6493,2000,1.0,0.63408203125,0.982442630525181,0.8131234598050812,0.5379408005951775,0.0270691001146492,20,0.7548128754042815,0.7086092715231788,0.2143847220083166,0.474356999845988,0.509009702756815,0.4981628888416406,0.5244252873563219,0.4741379310344827,0.1149425287356321,7.601180000000035,PARP1_BRD4
GraphPareto-NSGA-II,44,10240,10240,6775,2000,1.0,0.66162109375,0.984059040590406,0.8434274920257963,0.5315967180986951,0.0257602908389482,19,0.6991881918819188,0.6312915129151292,0.1418450184501845,0.3521771217712177,0.5201476014760148,0.495780581656298,0.4516129032258064,0.3662851196670135,0.0634755463059313,7.644794166666686,PARP1_BRD4
GraphPareto-NSGA-II,45,10240,10240,6500,2000,1.0,0.634765625,0.9832307692307692,0.8187210441182927,0.5384124793037487,0.0250973500751611,23,0.6469230769230769,0.5247692307692308,0.1352307692307692,0.2353846153846154,0.4706153846153846,0.4758515382691339,0.4152445961319681,0.2571103526734926,0.0796359499431171,7.691905000000027,PARP1_BRD4
GraphPareto-NSGA-II,46,10240,10240,6364,2000,1.0,0.621484375,0.9831866750471402,0.8087336874767366,0.5366040236179316,0.0204967063412577,12,0.6656191074795726,0.5900377121307354,0.2361722187303582,0.5601822752985544,0.5650534255185418,0.4893649767173541,0.5049900199600799,0.4298070525615435,0.0545575515635395,7.6525900000000435,PARP1_BRD4
GraphPareto-NSGA-II,47,10240,10240,6676,2000,1.0,0.651953125,0.98247453565009,0.8117338695394651,0.5271455763609075,0.0338086280289416,18,0.7495506291192331,0.646644697423607,0.1512881965248652,0.4397843019772319,0.3876572798082684,0.4571906176659301,0.4643564356435644,0.395049504950495,0.0316831683168316,7.300612500000047,PARP1_BRD4
GraphPareto-NSGA-II,48,10240,10240,6429,2000,1.0,0.62783203125,0.9810234873230672,0.8298002339488426,0.5381047916529185,0.032738005343194,19,0.4358376108259449,0.321978534764349,0.2232073417327733,0.4123502877585939,0.4790791724996111,0.495040716011996,0.294773519163763,0.1895470383275261,0.0278745644599303,7.331330000000007,PARP1_BRD4
GraphPareto-NSGA-II,49,10240,10240,6323,2000,1.0,0.61748046875,0.9818124308081608,0.8154867529714319,0.557794667614103,0.0134322472497426,19,0.6449470188201802,0.525857978807528,0.2601613158310928,0.5857978807528073,0.5794717697295587,0.5202817816045139,0.4504559270516717,0.3063829787234042,0.0492401215805471,7.653109999999946,PARP1_BRD4
GraphPareto-NSGA-II,50,10240,10240,6289,2000,1.0,0.61416015625,0.9826681507393862,0.8409835240608828,0.5297675417024869,0.0301895180563311,19,0.53935442836699,0.4154873588805851,0.2232469391000159,0.3749403720782318,0.5743361424709811,0.4984316358493945,0.3304843304843304,0.1495726495726495,0.042022792022792,7.751120000000025,PARP1_BRD4
GraphPareto-NSGA-II,51,10240,10240,6177,2000,1.0,0.60322265625,0.9821920025902542,0.8310952562600545,0.5263859820614156,0.0402279209123226,13,0.6248988181965356,0.5107657438886191,0.1604338675732556,0.322810425773029,0.4767686579245588,0.4587577888394246,0.5116044399596368,0.4036326942482341,0.0736629667003027,7.492431666666689,PARP1_BRD4
